"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Coffee Lab";"Doğrulandı";"Iced Coffe";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://coffeelab.com.tr/product/icedcoffe/";"2026-08-11"
"Coffee Lab";"Doğrulandı";"Iced Mocha";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://coffeelab.com.tr/product/icedmocha/";"2026-08-11"
"Coffee Lab";"Doğrulandı";"Limonata";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://coffeelab.com.tr/product/limonata/";"2026-08-11"
"Coffee Lab";"Doğrulandı";"Toffe Coffee Latte";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://coffeelab.com.tr/product/toffe-coffee-latte/";"2026-08-11"
"Coffee Lab";"Doğrulandı";"Türk kahvesi";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://coffeelab.com.tr/product/turkkahvesi/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"ESPRESSO DAILY DOSE 250 gr.";"Harman – menşe belirtilmemiş";"250";"440";"1760";"Stokta";"https://coffeemanifesto.com/product/espresso-daily-dose/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"Espresso Daily Dose";"Harman – menşe belirtilmemiş";"250";"440";"1760";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 00 Decaf";"Menşe belirtilmemiş";"250";"580";"2320";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 00 Decaf 250 gr.";"Harman – menşe belirtilmemiş";"250";"580";"2320";"Stokta";"https://coffeemanifesto.com/product/no-00-decaff/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 01 ClassIc Espresso 250 gr.";"Kolombiya | Guatemala";"250";"489.5";"1958";"Stokta";"https://coffeemanifesto.com/product/no-01-classic-espresso/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 01 Classic Espresso";"Harman – menşe belirtilmemiş";"250";"489.5";"1958";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 02 Modern Espresso";"Harman – menşe belirtilmemiş";"250";"506";"2024";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 02 Modern Espresso 250 Gr.";"Kolombiya | Guatemala";"250";"506";"2024";"Stokta";"https://coffeemanifesto.com/product/no-02-modern-espresso/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 03 ExclusIve Espresso 250 Gr.";"Etiyopya | Kenya";"250";"550";"2200";"Stokta";"https://coffeemanifesto.com/product/no-03-exclusive-espresso/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 03 Exclusive Espresso";"Harman – menşe belirtilmemiş";"250";"550";"2200";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 05 Ethiopia Sidamo";"Etiyopya";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 05 Ethiopia Sidamo 250 Gr.";"Etiyopya";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/product/no-05-ethiopia-sidamo-bensa-keramo-250-gr/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 08 EthIopIa YIrgacheffe 250 Gr.";"Etiyopya";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/product/no-08-ethiopia-yirgacheffe/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 08 Ethiopia Yirgacheffe";"Etiyopya";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 11 ColombIa 250 Gr.";"Kolombiya";"250";"572";"2288";"Stokta";"https://coffeemanifesto.com/product/no-11-colombia/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 11 Colombia";"Kolombiya";"250";"572";"2288";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 12 Guatemala 250 Gr.";"Guatemala";"250";"572";"2288";"Stokta yok";"https://coffeemanifesto.com/product/no-12-guatemala/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 13 Honduras 250 Gr.";"Honduras";"250";"726";"2904";"Stokta yok";"https://coffeemanifesto.com/product/no-13-honduras-250-gr/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 20 Brezilya";"Brezilya";"250";"561";"2244";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 20 Brezilya 250 Gr.";"Brezilya";"250";"561";"2244";"Stokta";"https://coffeemanifesto.com/product/no-20-brezilya-250-gr/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No 22 El Salvador";"El Salvador";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No 22 El Salvador 250 Gr.";"El Salvador";"250";"726";"2904";"Stokta";"https://coffeemanifesto.com/product/no-22-elsalvador-250-gr/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"No Matter When";"Harman – menşe belirtilmemiş";"250";"632.5";"2530";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"No Matter When 250 Gr.";"Menşe belirtilmemiş";"250";"632.5";"2530";"Stokta";"https://coffeemanifesto.com/product/no-natter-when/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"Türk Kahvesi";"Menşe belirtilmemiş";"Erişilemedi";"132";"Erişilemedi";"Stokta";"https://coffeemanifesto.com/product/turk-kahvesi/";"2026-08-11"
"Coffee Manifesto";"Doğrulandı";"Wake Up Call";"Menşe belirtilmemiş";"Erişilemedi";"528";"Erişilemedi";"Stokta";"https://coffeemanifesto.com/product/wake-up-call/";"2026-08-11"
"Coffee Manifesto";"Pilot doğrulaması";"Wake Up Call";"Harman – menşe belirtilmemiş";"250";"528";"2112";"Stokta";"https://coffeemanifesto.com/wp-json/wc/store/v1/products?per_page=100";"2026-08-11"
"Coffee Project";"Doğrulandı";"%100 Soya Mum | Ekho Premium Kokulu";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/100-soya-mum";"2026-08-11"
"Coffee Project";"Doğrulandı";"2'li Kumaş Kahve Filtresi | Doğa Dostu Doğal Bez 1x4";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/2-adet-kumas-kahve-filtresi-dogal";"2026-08-11"
"Coffee Project";"Doğrulandı";"4'lü Kahve Tadım Seti";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/tadim-seti";"2026-08-11"
"Coffee Project";"Doğrulandı";"Ahşap Telefon / Tablet Standı [Gojo]";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/ahsap-telefon-tablet-tutacagi-gojo";"2026-08-11"
"Coffee Project";"Doğrulandı";"Analog Hassas Süt Termometresi";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/hassas-sut-termometresi";"2026-08-11"
"Coffee Project";"Doğrulandı";"Baratza Encore - Otomatik Kahve Öğütücüsü | Siyah";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/baratza-encore-kahve-ogutucu";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Brezilya Bella Giana";"Brezilya";"250";"802";"3208";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Brezilya, Bella Giana";"Brezilya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/brezilya-bella-giana";"2026-08-11"
"Coffee Project";"Doğrulandı";"Coffee Project, Türk Kahvesi";"Menşe belirtilmemiş";"100";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/100-gr-turk-kahvesi";"2026-08-11"
"Coffee Project";"Doğrulandı";"Coffee Project, Türk Kahvesi";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/turk-kahvesi-turkish-coffee-1kg";"2026-08-11"
"Coffee Project";"Doğrulandı";"Cold Brew Coffee, Soğuk Demleme Kahvesi";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/cold-brew";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Colombia Excelso";"Kolombiya";"250";"814";"3256";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Colombia, Excelso";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/colombia-excelso";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Costa Rica Las Torres";"Kosta Rika";"250";"1131";"4524";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Çift Katmanlı Cam Kahve Bardağı | 250 ml";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/cift-katmanli-kahve-bardagi-250-ml";"2026-08-11"
"Coffee Project";"Doğrulandı";"Dijital Süt Termometresi DT-03";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/dijital-sut-termometresi-dt-03";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"El Salvador La Majada";"El Salvador";"250";"802";"3208";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"El Salvador, La Majada";"El Salvador";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/el-salvador-la-majada";"2026-08-11"
"Coffee Project";"Doğrulandı";"Epinox - Hassas Kahve Tartısı";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/hassas-kahve-tartisi";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Etiyopya Kochere";"Etiyopya";"250";"968";"3872";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Etiyopya, Guji Gigesa";"Etiyopya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/etiyopya-guji-gigesa";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Feel It Filter Coffee";"Harman – menşe belirtilmemiş";"250";"662";"2648";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Feel It, Filter Coffee";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/feel-it-filter-coffee";"2026-08-11"
"Coffee Project";"Doğrulandı";"Feel It, Filter Coffee";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/filter-coffee-filtre-kahve-feel-it-1-kg";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Guatemala Antigua";"Guatemala";"250";"802";"3208";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Guatemala, Antigua";"Guatemala";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/guatemala-antigua";"2026-08-11"
"Coffee Project";"Doğrulandı";"Hario - Hassas Kahve Tartısı";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/hario-hassas-tarti";"2026-08-11"
"Coffee Project";"Doğrulandı";"Hario - Kahve Demleme Tartısı “Wide”";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/hario-drip-tartisi-wide";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Çuvalı | 1 adet";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/kahve-cuvali";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Düzleştirici - Distribütör | 58 mm";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahve-duzlestirici-distributor-58-mm-564";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Ölçü Kaşığı ve Paket Klipsi | Gri";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahve-olcu-kasigi-ve-paket-klipsi-gri";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Tamper - Ahşap Saplı | 58 mm";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahve-tamper-ahsap-sapli-58-mm-562";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Tamper - Alüminyum Saplı | 58 mm";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahve-tamper-aluminyum-sapli-58-mm-561";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kahve Tamper - Click Tamper Basınç Ayarlı | 58 mm";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahve-tamper-click-tamper-basinc-ayarli-58-mm-563";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kapsül Kahve 8'li | Nespresso Uyumlu";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/kapsul-kahve";"2026-08-11"
"Coffee Project";"Doğrulandı";"Knockbox | Kahve Posası Temizleme Kutusu - Çelik";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/knockbox-kahve-posasi-temizleme-kutusu-celik-555";"2026-08-11"
"Coffee Project";"Doğrulandı";"Knockbox | Kahve Posası Temizleme Kutusu - Siyah Çelik";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/knockbox-kahve-posasi-temizleme-kutusu-siyah-celik-559";"2026-08-11"
"Coffee Project";"Doğrulandı";"Kumaş Kahve Filtresi | Doğa Dostu Doğal Bez 1x4";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/urunlerimiz/kumas-kahve-filtresi-dogal";"2026-08-11"
"Coffee Project";"Doğrulandı";"MoccaMaster Cam Pot 1,2 lt [Yedek]";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/moccamaster-cam-pot-12-lt-203";"2026-08-11"
"Coffee Project";"Doğrulandı";"Motta - Espresso Ölçü Bardağı";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/motta-olculu-espresso-bardagi";"2026-08-11"
"Coffee Project";"Doğrulandı";"Motta Kahve Düzleştirici - Distribütör OCD | 58 mm Siyah";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/motta-kahve-duzlestirici-distributor-ocd-58-mm-siyah";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Peru Decaf";"Peru";"250";"1075.45";"4301.8";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Peru, Kafeinsiz Kahve (Decaf)";"Peru";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/peru-kafeinsiz-kahve-decaf";"2026-08-11"
"Coffee Project";"Doğrulandı";"Profesyonel Dijital Süt Termometresi";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/dijital-sut-termometresi";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Rwanda Kula";"Ruanda";"250";"726";"2904";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Tamper Matı Bir Gözlü Bir Yuvalı | Kokusuz Silikon";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/tamper-mati-bir-gozlu-bir-yuvali-kokusuz-silikon-557";"2026-08-11"
"Coffee Project";"Doğrulandı";"Tamper Matı İki Gözlü İki Yuvalı | Kokusuz Silikon";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/tamper-mati-iki-gozlu-iki-yuvali-kokusuz-silikon-556";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Tanzanya Kilimanjaro";"Tanzanya";"250";"968";"3872";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Tanzanya, Klimanjaro";"Tanzanya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/tanzanya-klimanjaro";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"This Is It Espresso";"Harman – menşe belirtilmemiş";"250";"597";"2388";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"This Is It, Espresso Coffee";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/kahveler/this-is-it-espresso-coffee";"2026-08-11"
"Coffee Project";"Doğrulandı";"This Is It, Espresso Coffee (Toptan)";"Menşe belirtilmemiş";"1000";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/this-is-it-espresso-coffee-toptan";"2026-08-11"
"Coffee Project";"Pilot doğrulaması";"Türk Kahvesi";"Türkiye (ürün sayfası beyanı)";"250";"425";"1700";"Stokta";"https://www.coffeeproject.com.tr/urun-kategori/kahveler";"2026-08-11"
"Coffee Project";"Doğrulandı";"Türk Kahvesi – Turkish Coffee";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.coffeeproject.com.tr/turk-kahvesi-turkish-coffee";"2026-08-11"
"Coffee Sapiens";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://www.coffeesapiens.com/pages/coffee-roasting";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"African Magic Espresso Blend";"Kenya";"1000";"570";"570";"Stokta";"https://coffeetropic.com/urun/african-magic-espresso-blend/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Artisan Espresso Blend No.1";"Kolombiya | Kosta Rika";"1000";"510";"510";"Stokta";"https://coffeetropic.com/urun/artisan-espresso-blend-no-1/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Artisan Espresso Blend No.2";"Brezilya";"1000";"500";"500";"Stokta";"https://coffeetropic.com/urun/artisan-espresso-blend-no-2/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Artisan Espresso Blend No.2 (Toptan)";"Brezilya";"Erişilemedi";"5550";"Erişilemedi";"Stokta";"https://coffeetropic.com/urun/artisan-espresso-blend-no-2-toptan/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Artisan Espresso Blend No.3";"Honduras";"1000";"480";"480";"Stokta";"https://coffeetropic.com/urun/artisan-espresso-blend-no-3/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Artisan Espresso Blend No.3 (Toptan)";"Honduras";"Erişilemedi";"5370";"Erişilemedi";"Stokta";"https://coffeetropic.com/urun/artisan-espresso-blend-no-3-toptan/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Coffeetropic Sports Caffeine";"Harman – menşe belirtilmemiş";"1000";"460";"460";"Stokta";"https://coffeetropic.com/urun/yuksek-kafein-sporcu-kahvesi/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Puan Ürünü 3 Türk Kahvesi 100gr.";"Harman – menşe belirtilmemiş";"100";"1";"10";"Stokta";"https://coffeetropic.com/urun/puan-urunu-3-turco-100/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Puan Ürünü 4 Special Gamer Coffee Blend 100gr.";"Harman – menşe belirtilmemiş";"100";"1";"10";"Stokta";"https://coffeetropic.com/urun/puan-urunu-4-gamer-coffee-100gr/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Puan Ürünü 5 TSO Kenya 100gr.";"Kenya";"100";"1";"10";"Stokta";"https://coffeetropic.com/urun/puan-urunu-5-kenya-100gr/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Puan Ürünü 6 TSO Yirgacheffe 100gr.";"Etiyopya";"100";"1";"10";"Stokta";"https://coffeetropic.com/urun/puan-urunu-6-tso-yirga-100gr/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Special Gamer Coffee Blend";"Etiyopya | Kolombiya | Ruanda";"1000";"460";"460";"Stokta";"https://coffeetropic.com/urun/special-gamer-blend/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Colombia Medellin";"Kolombiya";"1000";"560";"560";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-colombia-medellin-1kg/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Ethiopia Yirgacheffe Gr.2";"Etiyopya | Hindistan";"1000";"630";"630";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-ethiopia-yirgachaffe-gr-2/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Guatemala Antigua";"Guatemala";"1000";"540";"540";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-guatemala-antigua/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Honduras Lempria";"Honduras";"1000";"530";"530";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-honduras-lempira/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Kenya Aa-Nyeri";"Kenya";"1000";"570";"570";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-kenya-aa-nyeri/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Nicaragua Nueva Segovia";"Honduras | Kosta Rika | Nikaragua";"1000";"540";"540";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-nicaragua-nueva-segovia/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Terra Single Origin Peru Puno Sandia Valley";"Peru";"1000";"540";"540";"Stokta";"https://coffeetropic.com/urun/terra-single-origin-peru-puno-sandia-valley/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Turco Türk Kahvesi";"Harman – menşe belirtilmemiş";"200";"1000";"5000";"Stokta";"https://coffeetropic.com/urun/coffeetropic-turco-turk-kahvesi/";"2026-08-11"
"Coffee Tropic";"Doğrulandı";"Xxl Caffeine";"Harman – menşe belirtilmemiş";"1000";"610";"610";"Stokta";"https://coffeetropic.com/urun/coffeetropic-xxl-caffeine/";"2026-08-11"
"Coffee.dat";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Coffeeizim Coffee Roastery";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://coffeeizim.com.tr/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Coco Blend Filtre Kahve";"Harman – menşe belirtilmemiş";"Erişilemedi";"440";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/filtre-kahveler/coco-blend-filtre-kahve/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Colombia Armenia Quiendio by Jaira Arcila 200 g";"Kolombiya";"200";"1000";"5000";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/microlot-filtre-kahveler/colombia-armenia-quiendio-by-jaira-arcila/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Colombia Finca Mazatlan Washed";"Kolombiya";"250";"550";"2200";"Stokta yok";"https://coffeemamma.com.tr/urunler/kahveler/filtre-kahveler/colombia-finca-mazatlan-washed/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Colombia Microlot Series Pink Borbon Creation 250g";"Kolombiya";"250";"565";"2260";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/microlot-filtre-kahveler/colombia-pink-borbon-creation/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"COMANDANTE C40 Nitro Blade LIQUID AMBER MK4";"Menşe belirtilmemiş";"Erişilemedi";"16950";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahve-ogutuculeri/comandante-c40-nitro-blade-liquid-amber-mk4/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Comandante C40 Nitro Blade MK4 Yeni Black";"Menşe belirtilmemiş";"Erişilemedi";"14950";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahve-ogutuculeri/comandante-c40-nitro-blade-mk4-yeni-black/";"2026-08-11"
"Coffeemamma";"Doğrulandı";"Espresso Carnaval";"Brezilya";"Erişilemedi";"425";"Erişilemedi";"Stokta";"https://coffeemamma.com.tr/urunler/kahveler/espressolar/espresso-carnaval/";"2026-08-11"
