"İşletme";"Doğrulama";"Ürün";"Menşe";"Gramaj (g)";"Fiyat (TL)";"TL/kg";"Stok";"Kaynak bağlantısı";"Kontrol tarihi"
"Probador Colectiva";"Doğrulandı";"AFRICAN COFFEES SAMPLE SET 2";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/african-coffees-sample-set-2";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"AMERICAN COFFEES SAMPLE SET 1";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/american-coffees-sample-set-1";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"AMERICAN COFFEES SAMPLE SET 2";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/american-coffees-sample-set-2";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"AMERICAN COFFEES SAMPLE SET 3";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/american-coffees-sample-set-3";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"Coffee Subscriptions";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/coffee-subscription";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"ESPRO MICROFILTER FOR COFFEE";"Menşe belirtilmemiş";"Erişilemedi";"11700";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/espro-microfilter-for-coffee";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"ESPRO MICROFILTER FOR COFFEE 32 OZ";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/espro-microfilter-for-coffee-32-oz";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"ISTABUL COFFEE MAP";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/istabul-coffee-map";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"İSTANBUL KAHVE HARİTASI";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/istanbul-kahve-haritasi";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"Nitelikli Kahve Nedir?";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/nitelikli-kahve-nedir";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"Places You Can Enjoy Probador Coffee";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/places-you-can-find-probador-coffee";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"Products";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/products";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"SPECIALTY COFFEE";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/coffee";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"WASHED COFFEES SAMPLE SET 1";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/washed-coffees-sample-set-1";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"WASHED COFFEES SAMPLE SET 2";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/washed-coffees-sample-set-2";"2026-08-11"
"Probador Colectiva";"Doğrulandı";"WHOLESALE COFFEE";"Menşe belirtilmemiş";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://probadorcolectiva.com/en/wholesale-coffee";"2026-08-11"
"Punctum Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://punctumcoffee.com/";"2026-08-11"
"Resmo Roasting Co.";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Rispetto Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Roast Room";"Doğrulandı";"Blend 70-30 / Natural";"Etiyopya | Brezilya";"250";"525";"2100";"Stokta";"https://theroastroom.co/products/blend-70-30";"2026-08-11"
"Roast Room";"Doğrulandı";"Blend 70-30 / Natural";"Etiyopya | Brezilya";"1000";"1595";"1595";"Stokta";"https://theroastroom.co/products/blend-70-30";"2026-08-11"
"Roast Room";"Doğrulandı";"Brazil Caramelo / Natural";"Brezilya";"250";"495";"1980";"Stokta";"https://theroastroom.co/products/brazil-caramelo";"2026-08-11"
"Roast Room";"Doğrulandı";"Brazil Caramelo / Natural";"Brezilya";"1000";"1480";"1480";"Stokta";"https://theroastroom.co/products/brazil-caramelo";"2026-08-11"
"Roast Room";"Doğrulandı";"Burundi Busasa / Yıkanmış";"Burundi";"250";"575";"2300";"Stokta";"https://theroastroom.co/products/burundi-busasa-yikanmis";"2026-08-11"
"Roast Room";"Doğrulandı";"Colombia Santa Lucia / Natural Pink Bourbon";"Kolombiya";"250";"720";"2880";"Stokta";"https://theroastroom.co/products/colombia-santa-lucia-natural";"2026-08-11"
"Roast Room";"Doğrulandı";"Colombia Santa Maria / Co-Fermentation";"Kolombiya";"250";"750";"3000";"Stokta";"https://theroastroom.co/products/colombia-santa-maria-co-fermentation";"2026-08-11"
"Roast Room";"Doğrulandı";"Dark Room Blend / 18 Adet Kapsül Kahve";"Brezilya | Hindistan";"Erişilemedi";"510";"Erişilemedi";"Stokta";"https://theroastroom.co/products/dark-room-blend-18-adet-kapsul-kahve";"2026-08-11"
"Roast Room";"Doğrulandı";"Dark Room Blend / Natural";"Brezilya | Hindistan";"250";"495";"1980";"Stokta";"https://theroastroom.co/products/dark-room-blend";"2026-08-11"
"Roast Room";"Doğrulandı";"Dark Room Blend / Natural";"Brezilya | Hindistan";"1000";"1480";"1480";"Stokta";"https://theroastroom.co/products/dark-room-blend";"2026-08-11"
"Roast Room";"Doğrulandı";"Ethiopia Lalesa / Natural Anaerobic";"Etiyopya";"250";"1180";"4720";"Stokta";"https://theroastroom.co/products/ethiopia-lalesa-natural-anaerobic";"2026-08-11"
"Roast Room";"Doğrulandı";"Honduras Las Calaveras / Natural";"Brezilya | Honduras | El Salvador";"250";"590";"2360";"Stokta";"https://theroastroom.co/products/honduras-las-calaveras-natural";"2026-08-11"
"Roast Room";"Doğrulandı";"Indonesia Pagi Nampak / Natural Anaerobic";"Endonezya";"250";"810";"3240";"Stokta";"https://theroastroom.co/products/indonesia-pagi-nampak-natural-anaerobic";"2026-08-11"
"Roast Room";"Doğrulandı";"Morning Coffee / 18 Adet Kapsül Kahve";"Guatemala";"Erişilemedi";"500";"Erişilemedi";"Stokta";"https://theroastroom.co/products/morning-coffee-18-adet-kapsul-kahve";"2026-08-11"
"Roast Room";"Doğrulandı";"Morning Coffee / Yıkanmış";"Guatemala";"250";"475";"1900";"Stokta";"https://theroastroom.co/products/morning-coffee";"2026-08-11"
"Roast Room";"Doğrulandı";"Morning Coffee / Yıkanmış";"Guatemala";"1000";"1400";"1400";"Stokta";"https://theroastroom.co/products/morning-coffee";"2026-08-11"
"Roast Room";"Doğrulandı";"Ofis Kahvesi 6 x 1kg / Brazil Caramelo / Natural";"Brezilya";"1000";"7200";"7200";"Stokta";"https://theroastroom.co/products/ofis-kahvesi-6-x-1kg-brazil-caramelo-natural";"2026-08-11"
"Roast Room";"Doğrulandı";"Türk Kahvesi";"Brezilya";"250";"495";"1980";"Stokta";"https://theroastroom.co/products/turk-kahvesi";"2026-08-11"
"Roast Room";"Doğrulandı";"Türk Kahvesi";"Brezilya";"1000";"1480";"1480";"Stokta";"https://theroastroom.co/products/turk-kahvesi";"2026-08-11"
"Roasterlab";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://roasterlab.com.tr/";"2026-08-11"
"RoasterLab";"Doğrulandı";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"https://roasterlab.com.tr/";"2026-08-11"
"Roastery ACME";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"ROR Cafe & Roastery";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Rott Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Rubber Soul Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Rumo Coffee";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Sade'ce Kahve";"Kısmi doğrulama";"Ürün kataloğu — ayrıntılı ürün verisine erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Erişilemedi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Aluminyum Valfli Zipli Kahve Torbası";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/aluminyum-valfli-zipli-kahve-torbasi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Atom Çayı-Kış Çayı";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/atom-cayi-kis-cayi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Atom Nane Limon Melisa Çayı";"Menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/atom-nane-limon-melisa-cayi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Basmati Pirinç 4,5 Kg";"Menşe belirtilmemiş";"4500";"131";"29.11";"Belirsiz";"https://www.sanalbaharat.com/urun/basmati-pirinc-4-5-kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Blend Kahve Kavrulmuş -Harman";"Harman – menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/blend-harman";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Chia Tohumu 1 Kg (Ciha-Çia)";"Menşe belirtilmemiş";"1000";"131";"131";"Belirsiz";"https://www.sanalbaharat.com/urun/chia-tohumu-1-kg-ciha-cia";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Colombia Supremo 15 kg Kav. Kahve Çekirdeği";"Kolombiya";"15000";"131";"8.73";"Belirsiz";"https://www.sanalbaharat.com/urun/colombia-supremo-15-kg-kav-kahve-cekirdegi-1";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Colombia Supremo Kahve Kavrulmuş";"Kolombiya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/colombia-supremo-kahve-kavrulmus";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Costa Rica Tarrazu";"Kosta Rika";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/costa-rica-arabica-shb-ep";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Çörekotu 1Kg";"Menşe belirtilmemiş";"1000";"131";"131";"Belirsiz";"https://www.sanalbaharat.com/urun/corekotu-1kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Decaf(Kafeinsiz) Colombia Kavrulmuş Kahve";"Kolombiya";"Erişilemedi";"Erişilemedi";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/decaff-colombia-supremo-kavrulmus-kahve";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Etiyopya Sidamo Gr2 Kavrulmuş Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/etiyopya-sidamo-gr2-kavrulmus-kahve";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Etiyopya Sidamo Gr4 Kavrulmuş Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/etiyopya-sidamo-gr4-kavrulmus-kahve";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Etiyopya Yirgacheffe Gr2 Kavr. Kahve";"Etiyopya";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/etiyopya-yirgacheffe-gr1-kavr-kahve";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Guatemala Antigua 15 kg Kav. Kahve Çekirdeği";"Guatemala";"15000";"131";"8.73";"Belirsiz";"https://www.sanalbaharat.com/urun/guatemala-antigua-15-kg-kav-kahve-cekirdegi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Guatemala Arabica";"Guatemala";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/guatemala-arabica-1kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Guatemala Arabica 15 kg Kav. Kahve Çekirdeği";"Guatemala";"15000";"131";"8.73";"Belirsiz";"https://www.sanalbaharat.com/urun/guatemala-arabica-15-kg-kav-kahve-cekirdegi";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Hibisküs - Kerkede 500GR";"Menşe belirtilmemiş";"500";"131";"262";"Belirsiz";"https://www.sanalbaharat.com/urun/hibiskus-kerkede-1kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Himalaya Tuzu 1 Kg";"Menşe belirtilmemiş";"1000";"131";"131";"Belirsiz";"https://www.sanalbaharat.com/urun/himalaya-tuzu-1-kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Kahve Çekirdek Blend 15kg-Harman";"Harman – menşe belirtilmemiş";"15000";"131";"8.73";"Belirsiz";"https://www.sanalbaharat.com/urun/yeni-harman-15-kg";"2026-08-11"
"Sanal Baharat";"Doğrulandı";"Kahve Çekirdek Gurme Blend";"Harman – menşe belirtilmemiş";"Erişilemedi";"131";"Erişilemedi";"Belirsiz";"https://www.sanalbaharat.com/urun/kahve-cekirdek-gurme-blend";"2026-08-11"
